customerID;Churn;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total
3978-YNKDD;No;Male;0;No;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2085;4675
3981-QSVQI;No;Male;0;No;No;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);197;1689
3982-DQLUS;No;Male;1;Yes;Yes;65;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;8575;568845
3982-JGSFD;No;Male;0;No;No;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);2035;69585
3982-XWFZQ;Yes;Female;0;Yes;No;42;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;5025;220365
3985-HOYPM;No;Male;0;No;No;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;194;52555
3987-KQDDU;No;Male;0;No;No;9;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;756;66155
3988-RQIXO;Yes;Female;1;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;913;913
3990-QYKBE;Yes;Male;1;Yes;No;37;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;925;34734
3992-YWPKO;Yes;Female;0;No;No;6;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);1099;66945
3995-WFCSM;No;Female;0;No;No;2;Yes;No;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;6085;1114
3996-ZNWYK;No;Male;1;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);198;138845
3999-QGRJH;Yes;Male;1;No;No;8;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;697;56085
3999-WRNGR;No;Female;0;Yes;Yes;60;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;4975;306945
4000-VGMQP;No;Male;0;Yes;Yes;38;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);7895;286255
4001-TSBTV;No;Female;0;Yes;Yes;58;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;9155;551165
4002-BQWPQ;No;Male;0;No;No;25;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);8175;20288
4003-FUSHP;No;Male;0;No;No;19;Yes;No;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);6155;10932
4003-OCTMP;No;Female;0;Yes;No;31;Yes;No;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Electronic check;640;191075
4006-HKYHO;No;Male;0;No;No;63;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);867;53095
4007-NHVHI;No;Female;1;No;No;56;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;9685;521965
4009-ALQFH;Yes;Female;0;No;No;25;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;995;236905
4010-YLMVT;No;Female;0;No;No;56;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);1066;589395
4011-ARPHK;No;Male;0;No;No;27;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;5035;141135
4012-YCFAI;No;Male;0;Yes;No;60;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Mailed check;6135;37662
4012-ZTHBR;No;Female;0;Yes;Yes;21;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;4495;92625
4013-GUXND;No;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;208;208
4013-TLDHQ;Yes;Male;0;No;No;19;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;7825;149095
4013-UBXWQ;Yes;Female;0;No;No;7;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;7465;5211
4016-BJKTZ;No;Female;0;No;No;25;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;1089;280905
4018-KJYUY;No;Male;0;No;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);2015;4325
4018-PPNDW;No;Female;0;Yes;Yes;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;241;15516
4020-KIUDI;No;Male;0;Yes;Yes;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);1985;13885
4021-RQSNY;Yes;Male;1;Yes;No;29;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;985;300415
4023-RTIQM;No;Female;1;Yes;No;31;No;No phone service;DSL;Yes;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);504;15801
4024-CSNBY;No;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);9425;684975
4026-SKKHW;No;Male;0;No;No;3;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;5025;1523
4029-HPFVY;No;Male;0;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;703;2204
4030-VPZBD;Yes;Female;0;No;No;2;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;309;5905
4032-RMHCI;No;Female;0;Yes;Yes;41;No;No phone service;DSL;Yes;No;Yes;No;No;No;One year;No;Credit card (automatic);354;14124
4039-HEUNW;Yes;Male;1;Yes;No;36;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;965;34361
4039-PIMHX;No;Male;1;Yes;No;49;Yes;No;DSL;No;Yes;No;No;No;No;Two year;No;Mailed check;498;23984
4043-MKDTV;No;Male;0;Yes;No;71;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;10525;729175
4049-ZPALD;No;Female;0;Yes;No;64;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);990;63758
4054-CUMIA;No;Female;0;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2025;40195
4056-QHXHZ;No;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;10745;75767
4057-FKCZK;No;Male;0;Yes;Yes;58;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Two year;No;Bank transfer (automatic);825;482805
4059-IIEBK;No;Female;0;No;No;7;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);7855;52295
4060-LDNLU;No;Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;962;6397
4061-UKJWL;No;Male;0;No;No;3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4545;1417
4062-HBMOS;No;Male;0;No;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10305;53648
4063-EIKNQ;No;Male;0;Yes;Yes;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);2095;26735
4065-JJAVA;No;Female;0;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;495;495
4067-HLYQI;No;Female;0;No;No;33;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);704;24061
4070-OKWVH;No;Female;0;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);946;50258
4072-IPYLT;No;Female;0;Yes;Yes;36;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);5105;18150
4074-SJFFA;Yes;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;5475;5475
4075-JFPGR;No;Female;0;Yes;No;51;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;No;One year;Yes;Electronic check;935;461955
4075-WKNIU;No;Female;0;Yes;Yes;0;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;7335;0
4077-CROMM;Yes;Female;0;Yes;Yes;31;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1042;324345
4077-HWUYD;No;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);8755;646315
4078-SAYYN;Yes;Female;0;No;No;11;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10075;112975
4079-ULGFR;No;Male;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;200;2757
4079-VTGLK;No;Male;1;Yes;No;30;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Two year;No;Electronic check;7485;218175
4079-WWQQQ;No;Male;0;No;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);6555;480745
4080-IIARD;No;Female;0;Yes;No;13;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;762;98145
4080-OGPJL;Yes;Female;0;No;No;8;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;No;Electronic check;7115;56365
4081-DYXAV;Yes;Female;0;No;No;19;No;No phone service;DSL;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);4485;89355
4083-BFNYK;No;Female;1;Yes;No;38;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;No;Credit card (automatic);950;359125
4083-EUGRJ;Yes;Male;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2025;1785
4086-ATNFV;No;Female;0;Yes;Yes;34;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Mailed check;608;204205
4086-WITJG;No;Male;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);197;13011
4086-YQSNZ;Yes;Female;1;Yes;No;3;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;804;22405
4088-YLDSU;Yes;Male;0;Yes;No;55;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;10415;574305
4090-KPJIP;No;Female;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7495;2124
4091-TVOCN;No;Male;0;No;Yes;48;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);7875;368245
4092-OFQZS;No;Male;0;Yes;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2065;4175
4094-NSEDU;Yes;Female;1;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9425;197375
4097-YODCF;No;Male;0;No;Yes;34;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;1038;34708
4098-NAUKP;No;Male;1;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8465;56836
4102-HLENU;No;Female;0;Yes;No;67;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Mailed check;6565;432285
4102-OQUPX;Yes;Male;1;Yes;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;744;744
4104-PVRPS;No;Male;0;Yes;No;24;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;536;131535
4106-HADHQ;Yes;Male;0;Yes;Yes;39;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);800;318295
4109-CYRBD;No;Male;1;Yes;No;29;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;516;14420
4110-PFEUZ;Yes;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;6955;6955
4111-BNXIF;No;Female;0;Yes;Yes;67;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;5955;41039
4112-LUEIZ;Yes;Male;0;No;No;10;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;895;8631
4114-QMKVN;No;Female;0;Yes;Yes;56;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;One year;No;Bank transfer (automatic);6875;38154
4115-BNPJY;No;Male;0;Yes;Yes;29;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;7555;20544
4115-NZRKS;No;Female;1;No;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;8915;57435
4115-UMJFQ;No;Male;0;No;No;69;No;No phone service;DSL;No;Yes;Yes;No;No;No;One year;Yes;Bank transfer (automatic);3575;249225
4116-IQRFR;No;Male;0;Yes;Yes;4;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);241;731
4116-TZAQJ;Yes;Female;0;No;No;9;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);7425;63965
4118-CEVPF;No;Female;1;No;No;35;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1108;38363
4119-ZYPZY;No;Male;1;No;No;71;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;1068;76232
4121-AGSIN;No;Female;0;Yes;Yes;58;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);245;14979
4123-DVHPH;No;Male;0;Yes;No;9;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8805;8013
4123-FCVCB;No;Female;0;No;No;12;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;One year;Yes;Mailed check;7585;85445
4124-MMETB;Yes;Male;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9465;210455
4128-ETESU;No;Female;1;Yes;No;47;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;997;47472
4129-LYCOI;No;Female;0;No;Yes;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;1040;703905
4130-MZLCC;No;Female;0;No;No;5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);5055;24475
4132-KALRO;No;Female;0;No;No;4;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;10085;39925
4132-POCZS;No;Male;0;Yes;No;52;No;No phone service;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;399;20209
4134-BSXLX;No;Male;0;Yes;No;28;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;609;178565
4135-FRWKJ;No;Female;1;Yes;Yes;55;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;One year;No;Electronic check;7625;415455
4137-BTIKL;No;Male;0;No;No;2;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;No;Mailed check;9075;17475
4137-JOPHL;No;Female;0;No;No;50;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);897;43045
4138-NAXED;No;Male;0;No;No;51;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);810;408575
4139-DETXS;No;Female;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);6445;45280
4139-JPIAM;No;Male;0;No;No;51;No;No phone service;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);4445;218155
4139-SUGLD;Yes;Male;0;Yes;Yes;31;No;No phone service;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);354;10775
4140-MUHUG;Yes;Female;1;No;No;3;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;8685;22095
4140-WJAWW;Yes;Female;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);1985;10805
4143-HHPMK;Yes;Male;0;No;No;52;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;8535;43386
4143-OOBWZ;Yes;Male;0;Yes;No;5;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;813;4163
4145-UQXUQ;Yes;Female;1;No;No;8;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;921;72995
4146-SVFUD;No;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;446;446
4154-AQUGT;Yes;Male;1;Yes;No;13;Yes;No;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);8905;116935
4159-NAAIX;No;Female;0;No;No;63;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;No;Bank transfer (automatic);9745;62530
4160-AMJTL;Yes;Female;1;No;No;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;1965;1643
4163-HFTUK;No;Male;0;No;No;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;191;10078
4163-KIUHY;No;Male;0;No;No;35;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;256;90125
4163-NCJAK;No;Female;0;Yes;No;46;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);2445;106615
4174-LPGTI;Yes;Female;0;Yes;Yes;41;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);665;27286
4176-FXYBO;No;Male;0;Yes;No;54;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;10955;611895
4176-RELJR;No;Male;1;No;No;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);251;167215
4177-JPDFU;No;Male;0;No;No;12;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;340;44245
4178-EGMON;No;Male;0;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Two year;Yes;Credit card (automatic);880;598645
4182-BGSIQ;No;Female;0;Yes;Yes;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);198;19675
4183-MYFRB;No;Female;0;No;No;21;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;9005;18629
4183-WCSEP;Yes;Male;0;No;No;31;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;7845;243515
4184-TJFAN;Yes;Female;1;Yes;Yes;3;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;883;27375
4184-VODJZ;No;Male;0;Yes;Yes;63;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;One year;Yes;Electronic check;9135;57647
4186-ZBUEW;No;Female;0;No;No;36;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;One year;Yes;Mailed check;707;251195
4187-CINZD;Yes;Female;1;No;No;46;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Credit card (automatic);9525;44242
4188-FRABG;No;Male;0;Yes;No;57;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;10305;592575
4188-PCPIG;No;Female;0;Yes;No;57;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);7035;412465
4189-NAKJS;No;Male;0;No;No;26;Yes;Yes;DSL;No;No;No;No;No;No;One year;Yes;Credit card (automatic);5155;12954
4190-MFLUW;Yes;Female;0;Yes;Yes;10;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Credit card (automatic);552;52835
4191-XOVOM;No;Male;0;No;No;63;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;1054;67132
4192-GORJT;Yes;Male;0;Yes;No;5;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9445;4981
4193-IBKSW;No;Male;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2475;17696
4193-ORFCL;Yes;Female;1;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;451;451
4194-FJARJ;No;Female;0;Yes;Yes;54;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Two year;No;Bank transfer (automatic);600;327395
4194-WHFCB;No;Female;0;Yes;Yes;59;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);9665;55808
4195-NZGTA;No;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;2525;2525
4195-PNGZS;No;Male;0;Yes;Yes;69;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2445;17182
4195-SMMNX;Yes;Male;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2035;332
4198-VFOEA;No;Female;0;No;No;12;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;336;43545
4199-QHJNM;No;Male;1;Yes;No;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);1029;69897
4201-JMNGR;Yes;Female;1;No;No;1;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;558;558
4203-QGNZA;No;Female;0;No;Yes;28;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2025;53535
4208-UFFGW;Yes;Male;1;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4495;8515
4210-QFJMF;Yes;Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;7915;31725
4211-MMAZN;Yes;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2025;2025
4213-HKBJO;No;Female;0;No;No;33;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);257;8261
4220-TINQT;No;Female;0;Yes;No;61;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;10635;675135
4223-BKEOR;No;Female;0;No;Yes;21;Yes;No;DSL;Yes;No;Yes;No;No;Yes;One year;No;Mailed check;6485;13368
4223-WOZCM;No;Male;1;No;No;2;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;4995;1071
4226-KKDON;No;Male;0;No;No;8;Yes;No;DSL;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;6665;52095
4227-OJHAL;No;Female;0;Yes;Yes;68;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);730;51630
4228-ZGYUW;Yes;Male;0;No;No;4;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;9005;3681
4229-CZMLL;Yes;Male;0;No;No;6;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;749;4698
4231-LZUYM;No;Female;0;Yes;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2565;18870
4232-JGKIY;No;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;192;192
4234-XTNEA;No;Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;7995;17445
4236-UJPWO;No;Female;0;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;245;464
4236-XPXAV;Yes;Female;0;Yes;Yes;5;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;9915;46505
4237-CLSMM;No;Male;0;Yes;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;200;380
4237-RLAQD;Yes;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;4585;4585
4238-HFHSN;No;Male;1;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;8215;490485
4238-JSSWH;No;Female;1;Yes;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);10205;345255
4248-HCETZ;Yes;Male;1;Yes;No;30;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;7965;236515
4248-QPAVC;Yes;Female;1;Yes;No;17;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);8535;146345
4250-FDVOU;Yes;Female;0;No;No;6;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;5625;3891
4250-WAROZ;No;Male;1;Yes;Yes;60;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;9325;577455
4250-ZBWLV;Yes;Male;0;No;No;68;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;10845;717655
